fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Amharic,063,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Hindi ,019,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Japanese,024,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Portuguese,038,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Tigrinya,071,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,German,017,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Arabic,002,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Cebuano,036,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Russian,040,10,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Ngumba,408,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Korean,026,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Ukrainian,049,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Spanish,045,106,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Vietnamese,051,28,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,"English, Creolized",057,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Thai,047,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Hmong,020,79,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Romanian,039,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",005,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Bosnian,041,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,French,015,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Somali,069,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Macedonian,089,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,Nuer,076,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Arawak,079,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Lithuanian,031,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Bosnian,041,18,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,"Chinese, Mandarin ",007,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Spanish,045,687,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Arabic,002,84,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,French,015,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,"Khmer, Cambodian ",005,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Afrikaans,001,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Somali,069,156,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Fulah,066,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,"Filipino, Pilipino",126,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,English,011,1772,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Hmong,020,41,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Adangme,083,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Tigrinya,071,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Russian,040,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,"Swahili, Kiswahili ",070,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Urdu,122,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Cebuano,036,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Quichua,170,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Pashto ,060,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,"French, Creolized",232,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,"Oromo, Afan Oromo, Oromiffa ",074,33,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Norwegian,034,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Japanese,024,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Ukrainian,049,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Tibetan,073,35,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Vietnamese,051,15,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Hindi ,019,10,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,"English, Creolized",057,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Dakota,008,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Thai,047,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Portuguese,038,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,"Lao, Laotian ",028,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Amharic,063,42,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Grebo,077,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Nuer,076,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Afrikaans,001,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Not Specific,052,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Arawak,079,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Tigrinya,071,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Bengali,010,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,English,011,2384,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,French,015,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Hmong,020,63,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"Oromo, Afan Oromo, Oromiffa ",074,25,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Somali,069,66,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Cebuano,036,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Korean,026,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Vietnamese,051,19,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Tibetan,073,14,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"English, Creolized",057,32,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Russian,040,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",005,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Lingala,067,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,German,017,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Amharic,063,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Armenian,003,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Thai,047,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Spanish,045,155,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Arabic,002,55,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Bosnian,041,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Mandingo,302,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,Hindi ,019,19,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Romanian,039,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,"Kpelle, Pelle ",148,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Cebuano,036,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Belorusan,102,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Ukrainian,049,17,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Russian,040,33,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Hmong,020,103,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,English,011,4944,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Yoruba,075,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Arabic,002,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,Spanish,045,25,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Arabic,002,90,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Tigrinya,071,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Malayalam,115,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Amharic,063,14,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,"Oromo, Afan Oromo, Oromiffa ",074,15,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Bosnian,041,44,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Adangme,083,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Grebo,077,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,"Filipino, Pilipino",126,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,German,017,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Russian,040,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Armenian,003,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Albanian,072,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,Ingush,254,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
